1.435430154258246160e+00,6.827637052397237394e-01,1.263867666421469194e+00,1.178958967545493453e+00,8.902459098020666373e-01,5.110506582157317013e-01
1.435430154258246160e+00,6.827637052397237394e-01,1.263867666421469194e+00,1.178958967545493453e+00,8.902459098020666373e-01,5.110506582157317013e-01
1.435430154258246160e+00,6.827637052397237394e-01,1.263867666421469194e+00,1.178958967545493453e+00,8.902459098020666373e-01,5.110506582157317013e-01
1.435430154258246160e+00,6.827637052397237394e-01,1.263867666421469194e+00,1.178958967545493453e+00,8.902459098020666373e-01,5.110506582157317013e-01
1.435430154258246160e+00,6.827637052397237394e-01,1.263867666421469194e+00,1.178958967545493453e+00,8.902459098020666373e-01,5.110506582157317013e-01
1.435430154258246160e+00,6.827637052397237394e-01,1.263867666421469194e+00,1.178958967545493453e+00,8.902459098020666373e-01,5.110506582157317013e-01
1.435430154258246160e+00,6.827637052397237394e-01,1.263867666421469194e+00,1.178958967545493453e+00,8.902459098020666373e-01,5.110506582157317013e-01
1.435430154258246160e+00,6.827637052397237394e-01,1.263867666421469194e+00,1.178958967545493453e+00,8.902459098020666373e-01,5.110506582157317013e-01
1.435430154258246160e+00,6.827637052397237394e-01,1.263867666421469194e+00,1.178958967545493453e+00,8.902459098020666373e-01,5.110506582157317013e-01
1.465486786290897125e+00,7.348069754706723078e-01,1.285548730879088053e+00,1.247940554339964869e+00,9.576615005301121197e-01,5.600255288829473210e-01
1.465486786290897125e+00,7.348069754706723078e-01,1.285548730879088053e+00,1.247940554339964869e+00,9.576615005301121197e-01,5.600255288829473210e-01
1.465486786290897125e+00,7.348069754706723078e-01,1.285548730879088053e+00,1.247940554339964869e+00,9.576615005301121197e-01,5.600255288829473210e-01
1.465486786290897125e+00,7.348069754706723078e-01,1.285548730879088053e+00,1.247940554339964869e+00,9.576615005301121197e-01,5.600255288829473210e-01
1.465486786290897125e+00,7.348069754706723078e-01,1.285548730879088053e+00,1.247940554339964869e+00,9.576615005301121197e-01,5.600255288829473210e-01
1.465486786290897125e+00,7.348069754706723078e-01,1.285548730879088053e+00,1.247940554339964869e+00,9.576615005301121197e-01,5.600255288829473210e-01
1.465486786290897125e+00,7.348069754706723078e-01,1.285548730879088053e+00,1.247940554339964869e+00,9.576615005301121197e-01,5.600255288829473210e-01
1.465486786290897125e+00,7.348069754706723078e-01,1.285548730879088053e+00,1.247940554339964869e+00,9.576615005301121197e-01,5.600255288829473210e-01
